4485923368513585 122026 234, valid, visa
4908331404621603 62027 158, invalid, visa
4485167520005920 112025 750, invalid, visa
4539810345253979 82026 678, invalid, visa
4556326470227710 122027 868, invalid, visa
4539126248895836 32028 417, valid, visa
4539541116498135 72026 200, invalid, visa
4929106767052645 82024 408, invalid, visa
4556461781235506 72026 332, invalid, visa
4948439342414395 32026 500, invalid, visa
4532924614671691 22025 515, invalid, visa
4723054261725993 82023 274, invalid, visa
4556920265362896 22027 150, invalid, visa
4024007146926935 82025 262, invalid, visa
4716073798556829 102026 921, invalid, visa
4716607380994433 122024 889, valid, visa
4532646787953164 42025 123, invalid, visa
4929934269192787 52022 737, invalid, visa
4716883511041960 62023 327, invalid, visa
4485072765344978 122027 565, invalid, visa
4556417859673085 42025 667, invalid, visa
4532769004461652 52024 402, invalid, visa
4539743147445677 62025 155, invalid, visa
4532617564239275 32026 537, invalid, visa
4208056330375621 92023 230, invalid, visa
4532490463000556 72022 867, invalid, visa
4485051776371261 112022 700, invalid, visa
4556903224692934 12026 893, invalid, visa
4485363681135701 52025 496, invalid, visa
4539705897716292 112025 591, invalid, visa
4716693263232703 112025 982, invalid, visa
4716995492538812 82025 585, invalid, visa
4317348556380411 92024 474, invalid, visa
4556284649021953 22029 252, invalid, visa
4485393171380616 92026 730, invalid, visa
4532346831720046 22024 838, invalid, visa
4916185042440168 32023 444, invalid, visa
4532802412704122 82026 837, invalid, visa
4485562538113817 92023 642, invalid, visa
4929214234081765 72024 287, invalid, visa
4532924699564415 32025 980, invalid, visa
4916525761515809 22023 844, invalid, visa
4532555796406439 92025 363, invalid, visa
4716068895359630 112025 881, invalid, visa
4556133269812169 52025 492, invalid, visa
4024007164851254 22029 129, invalid, visa
4556454453172420 62028 699, invalid, visa
4539061372764104 42023 195, invalid, visa
4532411861600904 122024 592, valid, visa
4532857503580484 72028 521, invalid, visa
4539219836126076 32029 571, valid, visa
4539029908079859 82027 849, invalid, visa
4024007159010833 72023 828, invalid, visa
4063989147077846 92022 871, invalid, visa
4485793026750626 42025 660, invalid, visa
4024007102125316 72028 693, invalid, visa
4716111196504783 122026 144, invalid, visa
4929264456019399 92027 615, invalid, visa
4716352295775607 22028 300, invalid, visa
4532564319854794 62023 889, invalid, visa
4485715218258225 52025 694, invalid, visa
4024007191808038 112025 146, invalid, visa
4556579558460344 92026 498, invalid, visa
4916225182739423 12024 346, invalid, visa
4258388956783211 102025 166, invalid, visa
4556947945920702 52026 317, valid, visa
4556608179513759 92025 856, invalid, visa
4929643442579980 32027 967, invalid, visa
4539506891807016 112024 709, invalid, visa
4024007111035589 12025 354, invalid, visa
4556635448412224 72025 994, invalid, visa
4916791027887370 62022 930, invalid, visa
4916067747588873 82027 313, invalid, visa
4929158162369538 92023 950, invalid, visa
4024007190659408 22024 448, invalid, visa
4024007100854792 82023 494, invalid, visa
4485418870661113 42024 943, valid, visa
4207781964764912 22027 975, invalid, visa
4556164356981591 42023 928, invalid, visa
4589647124086066 122025 666, invalid, visa
4034982800983463 72026 290, invalid, visa
4485893344254184 72028 709, invalid, visa
4556768880938305 52027 710, invalid, visa
4485648359485051 92025 331, invalid, visa
4485438236426654 112024 977, invalid, visa
4556974125080602 32027 556, invalid, visa
4929891098433636 22025 724, invalid, visa
4485956145370309 82023 850, invalid, visa
4716232938818644 92022 647, invalid, visa
4916196802181322 112022 685, invalid, visa
4485779639554067 22027 183, invalid, visa
4716013650761026 122027 248, invalid, visa
4485608421198496 72025 251, invalid, visa
4929757574290990 62022 142, invalid, visa
4916219618441563 102029 948, invalid, visa
4929745670858141 62027 301, invalid, visa
4716081479531789 82025 699, invalid, visa
4539112668739522 102026 675, invalid, visa
4916258712014488 82026 470, invalid, visa
4929568839830037 62022 597, invalid, visa
4929525483782005 42028 814, invalid, visa
4556313631557318 62027 662, invalid, visa
4532860137110066 92025 849, invalid, visa
4485017588053074 22024 363, invalid, visa
4532594928078683 112027 798, invalid, visa
4024007189411712 52029 975, invalid, visa
4024007114811689 52025 936, invalid, visa
4916058538400295 82029 644, invalid, visa
4716118429109009 62027 451, invalid, visa
4437095170177252 32028 927, invalid, visa
4716476363906610 22028 252, valid, visa
4539902097626435 52022 750, invalid, visa
4556016518535998 62025 716, invalid, visa
4532255876717678 62024 102, invalid, visa
4539836507028636 72028 496, invalid, visa
4024007148839839 72023 798, invalid, visa
4929829371000045 22022 781, invalid, visa
4916079105325384 112024 201, invalid, visa
4024007105056187 12024 104, invalid, visa
4556746563833050 72023 462, invalid, visa
4929671656022058 112025 785, invalid, visa
4929211380524234 12024 209, invalid, visa
4916802771569476 112025 301, invalid, visa
4485993248365506 122024 683, invalid, visa
4532095266938108 112025 535, invalid, visa
4929750610744344 12026 489, invalid, visa
4929975323770993 12025 953, valid, visa
4448026391364913 62024 757, valid, visa
4146177431503377 122023 992, valid, visa
4147831771553504 22023 733, valid, visa
4024007196532286 82024 243, invalid, visa
4556587131506251 52023 994, invalid, visa
4532946874909131 92023 211, invalid, visa
4929399928230412 22029 547, invalid, visa
4532716051767945 32027 902, invalid, visa
4556977474905725 102027 998, invalid, visa
4024007106502239 52024 661, invalid, visa
4024007180026949 112026 703, invalid, visa
4485326964699123 112026 484, invalid, visa
4885940794298520 122027 377, valid, visa
4532456959518575 82023 193, valid, visa
4556915389367680 72027 956, valid, visa
4024007192888823 62023 846, invalid, visa
4929705283365793 32028 249, invalid, visa
4404515685008816 102027 497, invalid, visa
4929739535227576 112022 225, invalid, visa
4929654030719037 92026 527, invalid, visa
4929325283676519 82028 159, invalid, visa
4916238197145155 62027 149, valid, visa
4539248200789961 92025 899, valid, visa
4539545864137910 72024 200, invalid, visa
4485463417562259 42027 238, invalid, visa
4024007174085448 32026 276, invalid, visa
4024007179255541 82027 401, invalid, visa
4539244496854676 92028 128, invalid, visa
4929353597077604 62024 604, invalid, visa
4485427592713003 82027 196, invalid, visa
4532989468100147 52025 649, invalid, visa
4485337091206781 52028 611, invalid, visa
4024007113962897 72027 336, invalid, visa
4929176496369313 92023 218, invalid, visa
4916291491767075 72029 922, invalid, visa
4556855551818328 22027 608, invalid, visa
4532279123658261 122029 335, invalid, visa
4556210445372159 72024 529, invalid, visa
4929640115180666 102027 320, invalid, visa
4556018257249773 32029 924, invalid, visa
4230814635837295 72025 171, invalid, visa
4485353998595952 112027 879, invalid, visa
4766455931206389 22022 313, valid, visa
4556810543468757 62025 610, invalid, visa
4929600466727010 42023 292, invalid, visa
4929783395074231 42026 395, invalid, visa
4485943284923411 12025 525, invalid, visa
4916179515071303 102027 213, valid, visa
4485340479959153 112023 381, invalid, visa
4716642622419436 32024 798, invalid, visa
4916946337257108 52028 417, invalid, visa
4485776607018430 62029 556, invalid, visa
4556477533816351 42025 290, invalid, visa
4556995725729140 82024 429, invalid, visa
4929741384893714 52028 336, invalid, visa
4485734911409431 12023 362, valid, visa
4716877247923939 52022 275, invalid, visa
4716386714083474 82027 581, invalid, visa
4929484169457260 122024 213, invalid, visa
4826615832920135 112027 488, invalid, visa
4539709104107063 32027 890, invalid, visa
4485595968175377 102029 347, invalid, visa
4539468725054713 82024 601, invalid, visa
4712882536899554 72026 110, invalid, visa
4716503528009186 112027 732, valid, visa
4929160100899386 12025 817, invalid, visa
4916046418866248 32023 462, invalid, visa
4716304479455506 92025 615, invalid, visa
4024007111284492 42026 308, invalid, visa
4378490394239627 42027 896, valid, visa
4916783355502168 62027 463, invalid, visa
4929214145393259 112024 877, invalid, visa
4532013343151702 52028 433, invalid, visa
4962427976995897 52027 735, invalid, visa
4485255033308210 82025 989, invalid, visa
4556765876233717 72027 690, invalid, visa
4024007195961619 42024 983, invalid, visa
4777203210955756 72025 436, invalid, visa
4916552193338287 102027 707, valid, visa
4532570247397491 92026 637, invalid, visa
4716420575510216 62028 709, valid, visa
4245399843597934 62023 688, invalid, visa
4539639306695344 12026 854, invalid, visa
4532621743403646 82026 848, invalid, visa
4929974855699910 42027 259, invalid, visa
4716314250323336 62026 512, invalid, visa
4673625794725715 32024 926, invalid, visa
4716253540777754 72022 533, invalid, visa
4024007148887218 72025 128, invalid, visa
4716213509573305 22029 992, invalid, visa
4086914084334318 102026 865, invalid, visa
4929712368754818 112029 645, invalid, visa
4916496138556530 102026 496, invalid, visa
4556510976485373 42024 582, invalid, visa
4916497540775205 52022 128, invalid, visa
4716072456559455 122022 230, invalid, visa
4532745380993450 92024 618, invalid, visa
4485938894562369 62024 773, valid, visa
4929033571299511 32025 810, invalid, visa
4929869281167146 102027 172, invalid, visa
4024007155762676 22025 333, invalid, visa
4564309231854139 102027 215, invalid, visa
4716650137547401 22029 434, invalid, visa
4916276099430309 32024 758, invalid, visa
4485615459729274 82025 847, invalid, visa
4532888353605311 12026 287, invalid, visa
4539792829828767 82028 811, invalid, visa
4485148009262919 92024 693, invalid, visa
4539197828434569 102026 898, invalid, visa
4716088754623496 92025 333, invalid, visa
4485732645757851 32026 976, invalid, visa
4929826981185034 22028 374, invalid, visa
4539964230020538 22023 286, invalid, visa
4024007126552388 52028 305, valid, visa
4605958033254905 112027 141, invalid, visa
4024007140515429 102026 308, invalid, visa
4024007169621827 122026 463, invalid, visa
4916298436904812 22023 665, invalid, visa
4024007167788719 22024 299, invalid, visa
4298378382758210 112022 990, invalid, visa
4539528468598950 102027 970, invalid, visa
4556297668438825 112028 144, invalid, visa
4714656788181269 102028 730, invalid, visa
4556408169487811 92023 365, valid, visa
4539127711604531 122024 158, valid, visa
4556857658723781 12024 937, invalid, visa
4556342094474943 22025 910, valid, visa
4024007156580309 122025 280, invalid, visa
4485118656687403 62024 441, invalid, visa
4539112888862476 82027 450, invalid, visa
4916056412314871 82026 123, invalid, visa
4556411622502762 92028 840, invalid, visa
4929457167609504 72026 351, invalid, visa
4929316308718006 62024 130, invalid, visa
4929198653654493 32023 894, invalid, visa
4024007185058335 122027 437, invalid, visa
4908195069310319 92024 120, invalid, visa
4485318695602153 122025 317, valid, visa
4485483573639360 52026 454, invalid, visa
4556555542606820 92026 923, invalid, visa
4716209531648115 62027 541, invalid, visa
4539817903765773 22024 640, valid, visa
4532983317060115 52022 612, invalid, visa
4556287675349875 112027 812, invalid, visa
4556548953400213 12028 658, invalid, visa
4882849406897004 22027 589, invalid, visa
4485335321383503 82028 769, invalid, visa
4494727097950805 82026 706, invalid, visa
4485027481598422 112025 603, invalid, visa
4694295606645124 62024 158, invalid, visa
4929617913914090 42024 514, invalid, visa
4716357538419061 112025 750, invalid, visa
4024007196666589 42028 955, invalid, visa
4716209018898282 102026 753, invalid, visa
4929829089989216 82024 333, invalid, visa
4556420368760104 42024 114, invalid, visa
4556787205714548 92027 101, valid, visa
4929755152184197 102023 831, invalid, visa
4556845115725671 102024 572, invalid, visa
4532485820799189 82026 772, invalid, visa
4716682898846466 52026 959, invalid, visa
4485655455868866 72022 548, invalid, visa
4556985687104101 22023 565, invalid, visa
4716726797996730 92027 577, invalid, visa
4532253934678552 82028 938, invalid, visa
4485300404812398 62024 630, invalid, visa
4716072217150420 82028 417, invalid, visa
4532146794568931 52027 449, invalid, visa
4929054745543683 112026 407, invalid, visa
4024007166755628 22028 579, invalid, visa
4716701889317962 82022 984, invalid, visa
4916808232555129 32023 132, invalid, visa
4556218306787944 102024 123, invalid, visa
4716994966526148 32027 470, invalid, visa
4024007135749439 102028 567, invalid, visa
4539368568246840 102027 473, invalid, visa
4556613882779655 62028 350, invalid, visa
4865156374376669 12029 382, invalid, visa
4623790000801568 112026 209, invalid, visa
4532507213114955 112022 860, invalid, visa
4539056571957269 62026 782, invalid, visa
